Path,Fold,Family,Instrument (abbr.),Instrument (in full),Technique (abbr.),Technique (in full),Pitch,Pitch ID,Dynamics,Dynamics ID,Instance ID,String ID (if applicable),Needed digital retuning
Keyboards/Accordion/ordinario/Acc-ord-G#2-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,G#2,44,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#2-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,G#2,44,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A2-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,A2,45,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A2-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,A2,45,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#2-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,A#2,46,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#2-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A#2,46,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B2-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,B2,47,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B2-pp-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,B2,47,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C3-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,C3,48,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C3-pp-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,C3,48,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#3-pp-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,C#3,49,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#3-pp-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,C#3,49,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D3-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,D3,50,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D3-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,D3,50,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#3-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D#3,51,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#3-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D#3,51,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E3-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,E3,52,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E3-pp-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,E3,52,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E3-pp-alt2-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,E3,52,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F3-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,F3,53,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F3-pp-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,F3,53,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#3-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,F#3,54,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#3-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F#3,54,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#3-pp-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F#3,54,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G3-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,G3,55,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G3-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,G3,55,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G3-pp-alt2-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,G3,55,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#3-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,G#3,56,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#3-pp-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,G#3,56,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#3-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G#3,56,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A3-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,A3,57,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A3-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A3,57,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A3-pp-alt2-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,A3,57,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#3-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,A#3,58,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#3-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,A#3,58,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#3-pp-alt2-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,A#3,58,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B3-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,B3,59,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B3-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,B3,59,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B3-pp-alt2-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,B3,59,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C4-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,C4,60,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C4-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,C4,60,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C4-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,C4,60,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#4-pp-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,C#4,61,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#4-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,C#4,61,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#4-pp-alt2-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,C#4,61,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D4-pp-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D4,62,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D4-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D4,62,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D4-pp-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D4,62,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#4-pp-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D#4,63,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#4-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D#4,63,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#4-pp-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D#4,63,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E4-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,E4,64,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E4-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,E4,64,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E4-pp-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,E4,64,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F4-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,F4,65,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F4-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F4,65,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F4-pp-alt2-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F4,65,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#4-pp-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F#4,66,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#4-pp-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,F#4,66,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#4-pp-alt2-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,F#4,66,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G4-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,G4,67,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G4-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G4,67,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G4-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G4,67,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#4-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,G#4,68,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#4-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,G#4,68,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#4-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G#4,68,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A4-pp-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A4,69,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A4-pp-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,A4,69,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A4-pp-alt2-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,A4,69,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#4-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,A#4,70,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#4-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,A#4,70,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#4-pp-alt2-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,A#4,70,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B4-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,B4,71,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B4-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,B4,71,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B4-pp-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,B4,71,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C5-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,C5,72,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C5-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,C5,72,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C5-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,C5,72,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#5-pp-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,C#5,73,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#5-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,C#5,73,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#5-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,C#5,73,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D5-pp-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D5,74,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D5-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D5,74,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D5-pp-alt2-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,D5,74,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#5-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D#5,75,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#5-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D#5,75,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#5-pp-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D#5,75,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E5-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,E5,76,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E5-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,E5,76,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E5-pp-alt2-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,E5,76,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F5-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F5,77,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F5-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,F5,77,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F5-pp-alt2-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F5,77,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#5-pp-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F#5,78,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#5-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F#5,78,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#5-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,F#5,78,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G5-pp-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G5,79,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G5-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,G5,79,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G5-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G5,79,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#5-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,G#5,80,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#5-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,G#5,80,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#5-pp-alt2-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,G#5,80,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A5-pp-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A5,81,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A5-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,A5,81,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A5-pp-alt2-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,A5,81,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#5-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,A#5,82,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#5-pp-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,A#5,82,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#5-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,A#5,82,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B5-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,B5,83,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B5-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,B5,83,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B5-pp-alt2-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,B5,83,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C6-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,C6,84,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C6-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,C6,84,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C6-pp-alt2-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,C6,84,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#6-pp-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,C#6,85,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#6-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,C#6,85,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#6-pp-alt2-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,C#6,85,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D6-pp-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D6,86,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D6-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,D6,86,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D6-pp-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D6,86,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#6-pp-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D#6,87,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#6-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,D#6,87,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#6-pp-alt2-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,D#6,87,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E6-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,E6,88,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E6-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,E6,88,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E6-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,E6,88,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F6-pp-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F6,89,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F6-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F6,89,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F6-pp-alt2-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F6,89,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#6-pp-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F#6,90,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#6-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F#6,90,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#6-pp-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F#6,90,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G6-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,G6,91,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G6-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G6,91,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G6-pp-alt2-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,G6,91,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#6-pp-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,G#6,92,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#6-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,G#6,92,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A6-pp-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A6,93,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A6-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,A6,93,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#6-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,A#6,94,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#6-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,A#6,94,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B6-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,B6,95,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B6-pp-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,B6,95,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C7-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,C7,96,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C7-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,C7,96,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#7-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,C#7,97,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-C#7-pp-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,C#7,97,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D7-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D7,98,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D7-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D7,98,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#7-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D#7,99,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-D#7-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,D#7,99,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E7-pp-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,E7,100,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-E7-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,E7,100,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F7-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F7,101,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F7-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F7,101,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F7-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,F7,101,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#7-pp-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F#7,102,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#7-pp-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,F#7,102,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-F#7-pp-alt2-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F#7,102,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G7-pp-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G7,103,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G7-pp-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,G7,103,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G7-pp-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G7,103,pp,0,2,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-G#7-pp-N-T11d.wav,1,Keyboards,Acc,Accordion,ord,ordinario,G#7,104,pp,0,0,,TRUE
Keyboards/Accordion/ordinario/Acc-ord-G#7-pp-alt1-T10d.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G#7,104,pp,0,1,,TRUE
Keyboards/Accordion/ordinario/Acc-ord-A7-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,A7,105,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A7-pp-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A7,105,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#7-pp-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,A#7,106,pp,0,0,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-A#7-pp-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,A#7,106,pp,0,1,,FALSE
Keyboards/Accordion/ordinario/Acc-ord-B7-pp-N-T13d.wav,3,Keyboards,Acc,Accordion,ord,ordinario,B7,107,pp,0,0,,TRUE
Keyboards/Accordion/ordinario/Acc-ord-B7-pp-alt1-T13d.wav,1,Keyboards,Acc,Accordion,ord,ordinario,B7,107,pp,0,1,,TRUE
Keyboards/Accordion/ordinario/Acc-ord-C8-pp-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,C8,108,pp,0,0,,FALSE
